filename,class,xmin,ymin,xmax,ymax,height,width
daySequence1--00105.jpg,stop,750,432,768,459,1280,960
daySequence1--03383.jpg,go,721,315,742,345,1280,960
daySequence1--00116.jpg,stop,746,423,764,450,1280,960
daySequence1--01260.jpg,go,222,390,243,425,1280,960
daySequence1--01163.jpg,go,738,433,756,463,1280,960
daySequence1--04007.jpg,go,957,270,981,310,1280,960
daySequence1--00678.jpg,stop,610,379,628,406,1280,960
daySequence1--02643.jpg,go,687,426,699,446,1280,960
daySequence1--00929.jpg,stop,384,431,402,458,1280,960
daySequence1--03630.jpg,go,847,441,859,461,1280,960
daySequence1--03582.jpg,stop,468,447,480,474,1280,960
daySequence1--03643.jpg,go,727,405,739,430,1280,960
daySequence1--00634.jpg,stop,432,432,450,450,1280,960
daySequence1--02521.jpg,stop,528,123,588,204,1280,960
daySequence1--02763.jpg,go,710,386,722,411,1280,960
daySequence1--01137.jpg,go,375,422,393,452,1280,960
daySequence1--00576.jpg,stop,746,481,761,508,1280,960
daySequence1--03058.jpg,warningLeft,700,203,733,239,1280,960
daySequence1--02736.jpg,go,632,387,647,417,1280,960
daySequence1--02485.jpg,stop,534,123,582,204,1280,960
daySequence1--03419.jpg,go,1127,342,1163,397,1280,960
daySequence1--01111.jpg,go,606,373,624,403,1280,960
daySequence1--02086.jpg,stop,530,120,587,205,1280,960
daySequence1--01193.jpg,go,350,431,368,461,1280,960
daySequence1--03948.jpg,go,940,361,964,396,1280,960
daySequence1--00362.jpg,go,969,305,1002,355,1280,960
daySequence1--02503.jpg,stop,800,143,845,206,1280,960
daySequence1--03370.jpg,go,704,331,725,366,1280,960
daySequence1--00545.jpg,stop,722,454,737,476,1280,960
daySequence1--01912.jpg,warning,635,347,659,378,1280,960
daySequence1--02108.jpg,stop,798,141,849,222,1280,960
daySequence1--01157.jpg,go,598,376,616,406,1280,960
daySequence1--02937.jpg,go,815,442,827,467,1280,960
daySequence1--03573.jpg,stop,690,428,702,446,1280,960
daySequence1--02435.jpg,stop,533,123,584,204,1280,960
daySequence1--02492.jpg,stop,802,143,844,206,1280,960
daySequence1--02285.jpg,go,657,424,669,444,1280,960
daySequence1--01219.jpg,go,314,413,332,443,1280,960
daySequence1--00128.jpg,stop,752,427,770,454,1280,960
daySequence1--00725.jpg,stop,609,381,627,408,1280,960
daySequence1--03367.jpg,go,706,342,721,367,1280,960
daySequence1--00983.jpg,go,743,428,761,458,1280,960
daySequence1--00131.jpg,stop,754,425,772,452,1280,960
daySequence1--03635.jpg,go,851,433,863,458,1280,960
daySequence1--00847.jpg,stop,608,381,626,408,1280,960
daySequence1--03197.jpg,go,727,449,739,469,1280,960
daySequence1--01090.jpg,go,744,426,762,456,1280,960
daySequence1--02217.jpg,stop,802,143,844,206,1280,960
daySequence1--02829.jpg,go,769,229,808,284,1280,960
daySequence1--02568.jpg,go,802,144,853,229,1280,960
daySequence1--00726.jpg,stop,383,432,401,459,1280,960
daySequence1--02683.jpg,go,766,447,781,472,1280,960
daySequence1--02247.jpg,stop,538,126,580,193,1280,960
daySequence1--02042.jpg,go,749,450,764,470,1280,960
daySequence1--03263.jpg,go,770,448,782,468,1280,960
daySequence1--02782.jpg,go,719,366,737,391,1280,960
daySequence1--02649.jpg,go,687,438,699,458,1280,960
daySequence1--01231.jpg,go,601,347,619,377,1280,960
daySequence1--02846.jpg,go,854,21,917,131,1280,960
daySequence1--03295.jpg,go,633,385,648,410,1280,960
daySequence1--01919.jpg,warning,920,413,944,449,1280,960
daySequence1--02135.jpg,stop,539,132,578,181,1280,960
daySequence1--02471.jpg,stop,534,123,582,204,1280,960
daySequence1--02932.jpg,go,808,436,823,461,1280,960
daySequence1--00792.jpg,stop,744,433,762,460,1280,960
daySequence1--03311.jpg,go,798,446,810,466,1280,960
daySequence1--01993.jpg,stop,786,169,828,232,1280,960
daySequence1--00684.jpg,stop,387,431,405,458,1280,960
daySequence1--02726.jpg,go,688,414,700,434,1280,960
daySequence1--01181.jpg,go,356,425,374,455,1280,960
daySequence1--01131.jpg,go,378,422,396,452,1280,960
daySequence1--03982.jpg,go,959,320,986,360,1280,960
daySequence1--02633.jpg,go,758,469,770,489,1280,960
daySequence1--00196.jpg,go,278,417,296,447,1280,960
daySequence1--03558.jpg,stop,696,430,708,448,1280,960
daySequence1--02304.jpg,stop,800,143,845,206,1280,960
daySequence1--00848.jpg,stop,743,434,761,461,1280,960
daySequence1--02782.jpg,go,628,355,649,385,1280,960
daySequence1--03097.jpg,stopLeft,77,337,146,413,1280,960
daySequence1--01115.jpg,go,743,426,761,456,1280,960
daySequence1--01085.jpg,go,606,372,624,402,1280,960
daySequence1--01934.jpg,warning,602,290,638,348,1280,960
daySequence1--02720.jpg,go,784,452,802,477,1280,960
daySequence1--03079.jpg,warningLeft,859,44,916,111,1280,960
daySequence1--01117.jpg,go,380,425,398,455,1280,960
daySequence1--02767.jpg,go,250,427,262,447,1280,960
daySequence1--02340.jpg,stop,534,123,582,199,1280,960
daySequence1--00158.jpg,stop,814,429,832,456,1280,960
daySequence1--00792.jpg,stop,608,381,626,408,1280,960
daySequence1--00263.jpg,go,261,392,282,432,1280,960
daySequence1--01055.jpg,go,742,425,760,455,1280,960
daySequence1--02962.jpg,go,692,400,707,425,1280,960
daySequence1--02195.jpg,stop,803,143,842,206,1280,960
daySequence1--01213.jpg,go,787,408,805,438,1280,960
daySequence1--02564.jpg,go,549,154,588,219,1280,960
daySequence1--02607.jpg,go,763,477,778,497,1280,960
daySequence1--03254.jpg,go,776,439,788,464,1280,960
daySequence1--03891.jpg,go,396,422,420,462,1280,960
daySequence1--03368.jpg,go,864,423,885,453,1280,960
daySequence1--00143.jpg,stop,772,421,790,448,1280,960
daySequence1--01308.jpg,go,828,394,846,424,1280,960
daySequence1--03424.jpg,go,500,91,542,161,1280,960
daySequence1--01349.jpg,go,388,229,415,279,1280,960
daySequence1--02677.jpg,go,684,433,696,458,1280,960
daySequence1--02818.jpg,go,767,272,794,322,1280,960
daySequence1--01175.jpg,go,601,377,619,407,1280,960
daySequence1--00922.jpg,stop,743,433,761,460,1280,960
daySequence1--00853.jpg,stop,608,381,626,408,1280,960
daySequence1--00518.jpg,stop,637,437,649,455,1280,960
daySequence1--00272.jpg,go,998,397,1016,427,1280,960
daySequence1--01358.jpg,go,268,202,292,247,1280,960
daySequence1--02484.jpg,stop,801,143,843,206,1280,960
daySequence1--01279.jpg,go,820,388,841,423,1280,960
daySequence1--02596.jpg,go,768,464,783,484,1280,960
daySequence1--00789.jpg,stop,383,431,401,458,1280,960
daySequence1--02294.jpg,stop,800,142,845,209,1280,960
daySequence1--03486.jpg,stop,695,442,710,460,1280,960
daySequence1--00753.jpg,stop,608,381,626,408,1280,960
daySequence1--02683.jpg,go,640,413,655,438,1280,960
daySequence1--01005.jpg,go,379,427,400,457,1280,960
daySequence1--01106.jpg,go,380,422,398,452,1280,960
daySequence1--02785.jpg,go,164,410,182,440,1280,960
daySequence1--02524.jpg,stop,801,143,843,215,1280,960
daySequence1--02982.jpg,go,749,372,767,407,1280,960
daySequence1--01055.jpg,go,604,371,625,401,1280,960
daySequence1--03631.jpg,go,664,400,676,425,1280,960
daySequence1--00761.jpg,stop,383,431,401,458,1280,960
daySequence1--03894.jpg,go,669,400,687,430,1280,960
daySequence1--00264.jpg,go,1017,395,1035,425,1280,960
daySequence1--01839.jpg,go,782,454,794,474,1280,960
daySequence1--00920.jpg,stop,608,381,626,408,1280,960
daySequence1--02119.jpg,stop,802,143,844,206,1280,960
daySequence1--00712.jpg,stop,384,431,402,458,1280,960
daySequence1--03986.jpg,go,950,296,986,356,1280,960
daySequence1--00869.jpg,stop,608,381,626,408,1280,960
daySequence1--02092.jpg,go,750,449,762,469,1280,960
daySequence1--02987.jpg,go,777,367,795,402,1280,960
daySequence1--00934.jpg,stop,608,381,626,408,1280,960
daySequence1--01298.jpg,go,583,294,601,329,1280,960
daySequence1--00779.jpg,stop,383,430,401,466,1280,960
daySequence1--02027.jpg,stop,801,143,843,206,1280,960
daySequence1--03639.jpg,go,462,429,474,449,1280,960
daySequence1--00603.jpg,stop,744,441,759,468,1280,960
daySequence1--03007.jpg,go,1085,409,1112,449,1280,960
daySequence1--00226.jpg,go,1025,391,1043,421,1280,960
daySequence1--00040.jpg,stop,750,448,762,466,1280,960
daySequence1--02996.jpg,go,828,367,852,402,1280,960
daySequence1--00670.jpg,stop,612,375,624,397,1280,960
daySequence1--02398.jpg,stop,800,143,845,206,1280,960
daySequence1--00771.jpg,stop,743,435,761,462,1280,960
daySequence1--01986.jpg,stop,546,173,588,236,1280,960
daySequence1--01970.jpg,stop,760,223,799,277,1280,960
daySequence1--03977.jpg,go,326,378,347,418,1280,960
daySequence1--01913.jpg,warning,116,396,143,432,1280,960
daySequence1--01990.jpg,stop,1204,340,1240,394,1280,960
daySequence1--01048.jpg,go,379,422,397,452,1280,960
daySequence1--02190.jpg,stop,532,120,586,205,1280,960
daySequence1--01961.jpg,stop,763,249,793,294,1280,960
daySequence1--03636.jpg,go,851,429,866,459,1280,960
daySequence1--01985.jpg,stop,1184,346,1217,395,1280,960
daySequence1--03746.jpg,go,451,443,469,468,1280,960
daySequence1--02041.jpg,stop,532,122,583,207,1280,960
daySequence1--02166.jpg,stop,800,143,845,206,1280,960
daySequence1--00246.jpg,go,1028,393,1049,423,1280,960
daySequence1--03660.jpg,go,459,428,471,453,1280,960
daySequence1--02180.jpg,stop,800,143,845,206,1280,960
daySequence1--02335.jpg,go,748,450,763,470,1280,960
daySequence1--01117.jpg,go,607,373,625,403,1280,960
daySequence1--03345.jpg,go,707,363,722,393,1280,960
daySequence1--03396.jpg,go,726,275,750,315,1280,960
daySequence1--03960.jpg,go,450,403,465,433,1280,960
daySequence1--03368.jpg,go,604,336,619,361,1280,960
daySequence1--01306.jpg,go,828,393,846,423,1280,960
daySequence1--00717.jpg,stop,609,381,627,408,1280,960
daySequence1--02185.jpg,stop,802,143,844,206,1280,960
daySequence1--02181.jpg,go,656,424,668,444,1280,960
daySequence1--00608.jpg,stop,748,440,760,462,1280,960
daySequence1--02688.jpg,go,643,415,655,435,1280,960
daySequence1--01310.jpg,go,830,392,848,422,1280,960
daySequence1--03064.jpg,warningLeft,713,170,749,206,1280,960
daySequence1--02404.jpg,go,750,450,762,470,1280,960
daySequence1--03933.jpg,go,394,416,412,451,1280,960
daySequence1--03981.jpg,go,960,327,987,362,1280,960
daySequence1--00725.jpg,stop,383,431,401,458,1280,960
daySequence1--03225.jpg,go,499,445,511,465,1280,960
daySequence1--01760.jpg,go,673,446,685,466,1280,960
daySequence1--01989.jpg,stop,546,166,588,233,1280,960
daySequence1--02731.jpg,go,794,447,812,477,1280,960
daySequence1--02681.jpg,go,682,424,697,449,1280,960
daySequence1--01996.jpg,stop,1224,332,1266,381,1280,960
daySequence1--02760.jpg,go,634,376,655,411,1280,960
daySequence1--02751.jpg,go,637,396,652,421,1280,960
daySequence1--02338.jpg,stop,534,123,582,204,1280,960
daySequence1--00094.jpg,stop,755,444,770,462,1280,960
daySequence1--01823.jpg,go,702,424,717,449,1280,960
daySequence1--02773.jpg,go,707,374,728,404,1280,960
daySequence1--03892.jpg,go,911,447,929,477,1280,960
daySequence1--02429.jpg,stop,802,143,844,206,1280,960
daySequence1--03207.jpg,go,506,435,518,465,1280,960
daySequence1--02106.jpg,stop,799,141,847,222,1280,960
daySequence1--03298.jpg,go,634,399,646,419,1280,960
daySequence1--01305.jpg,go,147,371,180,421,1280,960
daySequence1--03696.jpg,go,452,441,470,466,1280,960
daySequence1--02686.jpg,go,685,408,700,428,1280,960
daySequence1--02296.jpg,stop,800,143,845,206,1280,960
daySequence1--03888.jpg,go,743,389,761,414,1280,960
daySequence1--01153.jpg,go,599,371,617,401,1280,960
daySequence1--00987.jpg,go,382,426,400,456,1280,960
daySequence1--03026.jpg,go,1135,384,1165,434,1280,960
daySequence1--03824.jpg,go,737,420,752,440,1280,960
daySequence1--01066.jpg,go,607,373,625,403,1280,960
daySequence1--00707.jpg,stop,610,381,628,408,1280,960
daySequence1--01026.jpg,go,608,375,626,405,1280,960
daySequence1--01919.jpg,warning,726,338,747,374,1280,960
daySequence1--03226.jpg,go,673,416,688,436,1280,960
daySequence1--02076.jpg,stop,534,120,582,205,1280,960
daySequence1--00742.jpg,stop,384,432,402,459,1280,960
daySequence1--00767.jpg,stop,743,433,761,460,1280,960
daySequence1--01115.jpg,go,607,373,625,403,1280,960
daySequence1--00255.jpg,go,1026,393,1047,423,1280,960
daySequence1--03384.jpg,go,187,390,202,415,1280,960
daySequence1--03686.jpg,go,456,439,468,464,1280,960
daySequence1--01199.jpg,go,616,358,634,388,1280,960
daySequence1--02295.jpg,go,750,446,762,471,1280,960
daySequence1--00644.jpg,stop,749,426,764,444,1280,960
daySequence1--00832.jpg,stop,608,381,626,408,1280,960
daySequence1--01909.jpg,warning,733,362,751,389,1280,960
daySequence1--02588.jpg,go,671,419,683,439,1280,960
daySequence1--02091.jpg,stop,538,132,580,181,1280,960
daySequence1--02587.jpg,go,534,37,594,147,1280,960
daySequence1--00686.jpg,stop,387,431,405,458,1280,960
daySequence1--00908.jpg,stop,742,433,760,460,1280,960
daySequence1--03396.jpg,go,960,398,984,438,1280,960
daySequence1--01265.jpg,go,592,308,610,343,1280,960
daySequence1--02130.jpg,stop,533,120,584,205,1280,960
daySequence1--03220.jpg,go,730,446,745,471,1280,960
daySequence1--00725.jpg,stop,744,433,762,460,1280,960
daySequence1--02461.jpg,stop,802,139,844,202,1280,960
daySequence1--00253.jpg,go,281,392,299,432,1280,960
daySequence1--02819.jpg,go,1062,387,1092,437,1280,960
daySequence1--00898.jpg,stop,608,381,626,408,1280,960
daySequence1--00184.jpg,stop,288,420,306,442,1280,960
daySequence1--02765.jpg,go,850,435,868,460,1280,960
daySequence1--00948.jpg,stop,743,435,761,462,1280,960
daySequence1--02502.jpg,stop,801,143,843,206,1280,960
daySequence1--01849.jpg,go,676,420,691,445,1280,960
daySequence1--00515.jpg,stop,638,425,650,443,1280,960
daySequence1--01297.jpg,go,583,293,601,328,1280,960
daySequence1--03216.jpg,go,627,415,642,440,1280,960
daySequence1--03421.jpg,go,513,127,546,187,1280,960
daySequence1--01306.jpg,go,146,369,176,424,1280,960
daySequence1--02680.jpg,go,640,421,655,451,1280,960
daySequence1--03411.jpg,go,1044,373,1077,423,1280,960
daySequence1--03865.jpg,go,740,402,755,422,1280,960
daySequence1--01805.jpg,go,691,421,703,441,1280,960
daySequence1--02630.jpg,go,690,441,702,461,1280,960
daySequence1--00562.jpg,stop,667,402,682,429,1280,960
daySequence1--01860.jpg,go,617,394,632,419,1280,960
daySequence1--02395.jpg,go,750,450,762,470,1280,960
daySequence1--03821.jpg,go,449,447,464,472,1280,960
daySequence1--02096.jpg,go,751,445,763,470,1280,960
daySequence1--00907.jpg,stop,741,433,762,460,1280,960
daySequence1--02812.jpg,go,763,291,790,331,1280,960
daySequence1--02668.jpg,go,684,431,696,456,1280,960
daySequence1--02575.jpg,go,815,141,860,206,1280,960
daySequence1--03427.jpg,go,1248,304,1280,384,1280,960
daySequence1--02966.jpg,go,839,437,854,462,1280,960
daySequence1--00846.jpg,stop,744,435,762,462,1280,960
daySequence1--01050.jpg,go,607,373,625,403,1280,960
daySequence1--00622.jpg,stop,450,437,465,459,1280,960
daySequence1--01333.jpg,go,836,384,860,424,1280,960
daySequence1--02299.jpg,stop,802,143,844,206,1280,960
daySequence1--01116.jpg,go,607,373,625,403,1280,960
daySequence1--01136.jpg,go,741,425,759,455,1280,960
daySequence1--03360.jpg,go,300,413,312,433,1280,960
daySequence1--00889.jpg,stop,743,435,761,462,1280,960
daySequence1--03060.jpg,warningLeft,702,203,735,239,1280,960
daySequence1--03351.jpg,go,842,446,854,466,1280,960
daySequence1--03733.jpg,go,453,439,468,469,1280,960
daySequence1--03014.jpg,go,886,343,904,373,1280,960
daySequence1--02719.jpg,go,687,413,699,438,1280,960
daySequence1--02795.jpg,go,636,333,657,368,1280,960
daySequence1--02289.jpg,go,656,424,668,444,1280,960
daySequence1--03910.jpg,go,388,432,403,462,1280,960
daySequence1--02801.jpg,go,636,314,660,354,1280,960
daySequence1--01864.jpg,go,301,430,316,455,1280,960
daySequence1--00800.jpg,stop,608,381,626,408,1280,960
daySequence1--03753.jpg,go,452,439,467,469,1280,960
daySequence1--00625.jpg,stop,636,380,648,398,1280,960
daySequence1--02043.jpg,go,749,450,764,470,1280,960
daySequence1--01052.jpg,go,744,426,762,456,1280,960
daySequence1--01284.jpg,go,823,393,841,423,1280,960
daySequence1--02778.jpg,go,876,425,897,455,1280,960
daySequence1--02367.jpg,stop,801,144,843,202,1280,960
daySequence1--00204.jpg,go,283,402,301,442,1280,960
daySequence1--02970.jpg,go,849,440,864,460,1280,960
daySequence1--02967.jpg,go,839,435,857,460,1280,960
daySequence1--01912.jpg,warning,125,396,146,427,1280,960
daySequence1--01303.jpg,go,580,285,598,325,1280,960
daySequence1--01868.jpg,go,614,401,629,431,1280,960
daySequence1--02223.jpg,stop,538,129,580,187,1280,960
daySequence1--02945.jpg,go,819,449,837,474,1280,960
daySequence1--02122.jpg,stop,800,143,845,206,1280,960
daySequence1--02181.jpg,stop,539,132,578,181,1280,960
daySequence1--03383.jpg,go,916,420,934,445,1280,960
daySequence1--00774.jpg,stop,383,431,401,458,1280,960
daySequence1--02677.jpg,go,642,434,654,454,1280,960
daySequence1--02625.jpg,go,756,463,771,488,1280,960
daySequence1--00240.jpg,go,288,388,309,433,1280,960
daySequence1--01848.jpg,go,679,426,691,446,1280,960
daySequence1--02536.jpg,stop,539,128,578,200,1280,960
daySequence1--02065.jpg,go,750,449,762,469,1280,960
daySequence1--02779.jpg,go,716,359,734,389,1280,960
daySequence1--02409.jpg,stop,802,143,844,206,1280,960
daySequence1--01231.jpg,go,286,411,304,446,1280,960
daySequence1--03993.jpg,go,945,302,972,342,1280,960
daySequence1--02953.jpg,go,826,437,841,462,1280,960
daySequence1--01041.jpg,go,743,426,761,456,1280,960
daySequence1--02393.jpg,go,750,450,762,470,1280,960
daySequence1--00696.jpg,stop,743,435,761,462,1280,960
daySequence1--03652.jpg,go,729,411,741,431,1280,960
daySequence1--00785.jpg,stop,609,381,627,408,1280,960
daySequence1--02255.jpg,stop,534,126,582,198,1280,960
daySequence1--02793.jpg,go,738,351,756,381,1280,960
daySequence1--03079.jpg,go,1176,24,1239,134,1280,960
daySequence1--03625.jpg,stop,713,402,734,438,1280,960
daySequence1--02208.jpg,stop,800,143,845,206,1280,960
daySequence1--01978.jpg,stop,1152,353,1188,402,1280,960
daySequence1--02307.jpg,go,750,446,762,471,1280,960
daySequence1--01098.jpg,go,379,424,397,454,1280,960
